,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,Latitude,Longitude,geometry,BuildingAge
419,574,2015,nonresidential,retail store,5,NORTH,1.0,2.0,302812,0,302812,retail store,302812.0,No information,0.0,No information,0.0,97.0,7133767.0,0.0,5702886.0,1431117.0,122.525,47.70592963,-122.3257763,POINT (-122.3257763 47.70592963),65
420,575,2015,nonresidential,small- and mid-sized office,5,NORTHWEST,1.0,5.0,86400,0,86400,office,78200.0,No information,0.0,No information,0.0,57.0,8404370.0,0.0,4053774.0,4350763.0,276.44,47.70744968,-122.3317136,POINT (-122.3317136 47.70744968),41
422,577,2015,nonresidential,small- and mid-sized office,5,NORTHWEST,1.0,6.0,86483,0,86483,office,86483.0,parking,0.0,No information,0.0,50.0,6796335.0,0.0,6796618.0,0.0,45.865,47.70732866,-122.3327728,POINT (-122.3327728 47.70732866),34
423,578,2015,nonresidential,distribution center,1,DELRIDGE,1.0,1.0,51600,0,51600,distribution center,34400.0,office,17200.0,No information,0.0,82.0,1012341.0,0.0,697863.0,314506.0,21.835,47.53914935,-122.341353,POINT (-122.341353 47.53914935),39
424,579_2015,2015,nonresidential,non-refrigerated warehouse,1,DELRIDGE,1.0,1.0,140520,0,140520,non-refrigerated warehouse,140520.0,No information,0.0,No information,0.0,73.0,1738376.0,0.0,1081918.0,656503.0,42.41,47.53627727,-122.3375131,POINT (-122.3375131 47.53627727),47
429,584_2015,2015,nonresidential,non-refrigerated warehouse,1,GREATER DUWAMISH,1.0,1.0,50417,0,50417,non-refrigerated warehouse,50417.0,No information,0.0,No information,0.0,59.0,1060850.0,0.0,340157.0,720707.0,40.65,47.52696432,-122.3293949,POINT (-122.3293949 47.52696432),35
430,585,2015,nonresidential,medical office,5,NORTHWEST,1.0,3.0,133298,0,133298,medical office,133298.0,No information,0.0,No information,0.0,34.0,14886199.0,0.0,10787121.0,4099525.0,294.20000000000005,47.70458235,-122.3325262,POINT (-122.3325262 47.70458235),54
431,586,2015,nonresidential,retail store,5,NORTH,1.0,2.0,168619,0,168619,retail store,173106.0,No information,0.0,No information,0.0,76.0,6576563.0,0.0,5648913.0,927884.0,89.88,47.70855501,-122.32376419,POINT (-122.32376419 47.70855501),50
433,589_2015,2015,nonresidential,large office,7,LAKE UNION,1.0,4.0,160777,71385,89392,office,103970.0,parking,71390.0,No information,0.0,88.0,6991476.0,0.0,6991765.0,0.0,48.74,47.62464437,-122.3312698,POINT (-122.3312698 47.62464437),15
434,590_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,2.0,104786,0,104786,non-refrigerated warehouse,104786.0,No information,0.0,No information,0.0,92.0,960753.0,0.0,717192.0,243591.0,17.94,47.56097562,-122.3349164,POINT (-122.3349164 47.56097562),46
437,595,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,1.0,53620,0,53620,office,53620.0,No information,0.0,No information,0.0,88.0,1998767.0,0.0,1832760.0,166083.0,21.86,47.556121,-122.331634,POINT (-122.331634 47.556121),67
438,596,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,1.0,50008,0,50008,office,50008.0,No information,0.0,No information,0.0,57.0,3373582.0,0.0,2446084.0,927600.0,65.81,47.55604648,-122.3332733,POINT (-122.3332733 47.55604648),77
439,597,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,4.0,291176,100176,191000,office,194674.0,parking,111198.0,No information,0.0,99.0,6083307.0,0.0,6083558.0,0.0,46.075,47.62516702,-122.3671766,POINT (-122.3671766 47.62516702),6
440,598_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,50832,0,50832,non-refrigerated warehouse,43920.0,office,6912.0,No information,0.0,52.0,2666634.0,0.0,786893.0,1879773.0,105.32,47.56408325,-122.3324282,POINT (-122.3324282 47.56408325),58
441,599,2015,nonresidential,refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,76354,0,76354,refrigerated warehouse,63157.0,No information,0.0,No information,0.0,63.0,3022275.0,0.0,3003970.0,18430.0,21.105,47.56156057,-122.3275348,POINT (-122.3275348 47.56156057),44
442,600_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,98480,0,98480,non-refrigerated warehouse,98480.0,No information,0.0,No information,0.0,67.0,2792236.0,0.0,2322387.0,469946.0,41.15,47.56597185,-122.3288821,POINT (-122.3288821 47.56597185),59
443,601,2015,nonresidential,mixed use property,4,LAKE UNION,1.0,2.0,53002,0,53002,retail store,31602.0,parking,27427.0,multifamily housing,18130.0,82.0,3129811.0,0.0,2526127.0,603788.0,56.84,47.66088623,-122.3356731,POINT (-122.3356731 47.66088623),111
446,604,2015,nonresidential,large office,7,LAKE UNION,1.0,11.0,124721,0,124721,office,107594.0,restaurant,15600.0,parking,12000.0,56.0,13951571.0,0.0,8256543.0,5695371.0,362.915,47.62998519,-122.3396373,POINT (-122.3396373 47.62998519),44
447,605,2015,nonresidential,small- and mid-sized office,7,LAKE UNION,1.0,7.0,94002,0,94002,office,93905.0,parking,31348.0,No information,0.0,62.0,6832991.0,0.0,6833274.0,0.0,43.555,47.6343814,-122.3396625,POINT (-122.3396625 47.6343814),45
448,606_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,93020,0,93020,non-refrigerated warehouse,93020.0,No information,0.0,No information,0.0,61.0,1226435.0,0.0,1226486.0,0.0,8.55,47.55487662,-122.3276403,POINT (-122.3276403 47.55487662),41
449,607_2015,2015,nonresidential,supermarket/grocery store,2,SOUTHEAST,1.0,1.0,61053,0,61053,supermarket/grocery store,54434.0,parking,0.0,No information,0.0,33.0,13440924.0,0.0,8499577.0,4941700.0,321.71,47.52100473,-122.2681394,POINT (-122.2681394 47.52100473),13
450,608_2015,2015,nonresidential,large office,2,DOWNTOWN,1.0,7.0,154159,0,154159,office,193154.0,No information,0.0,No information,0.0,100.0,1990444.0,0.0,1665232.0,325281.0,28.88,47.59865952,-122.33460999,POINT (-122.33460999 47.59865952),102
451,609,2015,nonresidential,small- and mid-sized office,2,DOWNTOWN,1.0,5.0,78920,0,78920,office,65600.0,No information,0.0,No information,0.0,95.0,1992690.0,0.0,1980139.0,0.0,16.765,47.59894829,-122.3337932,POINT (-122.3337932 47.59894829),111
452,610,2015,nonresidential,small- and mid-sized office,2,DOWNTOWN,1.0,7.0,99440,0,99440,office,65088.0,retail store,23857.0,No information,0.0,59.0,6863561.0,0.0,5069777.0,1793993.0,132.655,47.5985496,-122.3332623,POINT (-122.3332623 47.5985496),109
453,611,2015,nonresidential,small- and mid-sized office,2,DOWNTOWN,1.0,6.0,73260,0,73260,office,63871.0,No information,0.0,No information,0.0,84.0,2742111.0,0.0,2742225.0,0.0,19.505000000000003,47.59854848,-122.3338013,POINT (-122.3338013 47.59854848),108
454,612_2015,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,4.0,75007,0,75007,office,34647.0,retail store,26039.0,No information,0.0,88.0,2003759.0,627140.0,1232142.0,144528.0,64.67,47.59970561,-122.3337848,POINT (-122.3337848 47.59970561),115
455,613,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,4.0,84750,0,84750,office,41609.0,retail store,28734.0,No information,0.0,95.0,2392466.0,0.0,2062846.0,329706.0,28.965,47.60046292,-122.3337871,POINT (-122.3337871 47.60046292),115
457,615,2015,nonresidential,large office,7,DOWNTOWN,1.0,4.0,164380,0,164380,office,123607.0,retail store,20795.0,No information,0.0,79.0,7319546.0,383274.0,6042227.0,894296.0,124.755,47.59961488,-122.3324883,POINT (-122.3324883 47.59961488),115
458,616,2015,nonresidential,large office,2,DOWNTOWN,1.0,7.0,160580,0,160580,office,160580.0,No information,0.0,No information,0.0,98.0,4759256.0,456687.0,3015005.0,1287689.0,112.125,47.59854889,-122.33197784,POINT (-122.33197784 47.59854889),108
459,618,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,6.0,73470,0,73470,office,47145.0,non-refrigerated warehouse,9477.0,retail store,9477.0,83.0,3226884.0,0.0,3227018.0,0.0,22.445,47.60147726,-122.3293071,POINT (-122.3293071 47.60147726),106
461,620,2015,nonresidential,mixed use property,2,GREATER DUWAMISH,1.0,3.0,56700,0,56700,office,26250.0,distribution center,18050.0,non-refrigerated warehouse,12400.0,38.0,2314835.0,0.0,2023716.0,291203.0,30.575,47.59264073,-122.3282811,POINT (-122.3282811 47.59264073),105
462,621_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,82852,0,82852,non-refrigerated warehouse,58472.0,retail store,23282.0,No information,0.0,86.0,2101376.0,0.0,898003.0,1203410.0,70.17,47.59343565,-122.3266241,POINT (-122.3266241 47.59343565),93
464,623,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,2.0,92792,0,92792,distribution center,85343.0,office,13435.0,No information,0.0,57.0,3002991.0,0.0,1984226.0,1018847.0,71.06,47.57654546,-122.3305232,POINT (-122.3305232 47.57654546),53
466,625,2015,nonresidential,large office,2,GREATER DUWAMISH,1.0,4.0,129000,25800,103200,office,104869.0,No information,0.0,No information,0.0,85.0,3983784.0,0.0,3983948.0,0.0,29.134999999999998,47.58360662,-122.3337054,POINT (-122.3337054 47.58360662),115
467,626_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,78814,0,78814,non-refrigerated warehouse,78814.0,No information,0.0,No information,0.0,87.0,620483.0,0.0,399918.0,220582.0,14.5,47.58726986,-122.3326579,POINT (-122.3326579 47.58726986),61
469,628,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,6.0,75600,10800,64800,distribution center,51040.0,office,10500.0,parking,6000.0,29.0,2103276.0,0.0,2103363.0,0.0,16.7,47.59399214,-122.3337491,POINT (-122.3337491 47.59399214),105
471,630,2015,nonresidential,small- and mid-sized office,2,DOWNTOWN,1.0,4.0,66842,0,66842,office,43122.0,retail store,10514.0,No information,0.0,34.0,4618360.0,0.0,3686509.0,932005.0,106.775,47.59699249,-122.33368683,POINT (-122.33368683 47.59699249),111
472,632,2015,nonresidential,small- and mid-sized office,2,DOWNTOWN,1.0,6.0,75288,10800,64488,office,65217.0,parking,10918.0,No information,0.0,78.0,2996502.0,0.0,2996261.0,365.0,20.545,47.59630585,-122.33368683,POINT (-122.33368683 47.59630585),106
473,633,2015,nonresidential,large office,2,DOWNTOWN,1.0,7.0,184322,0,184322,office,184322.0,No information,0.0,No information,0.0,75.0,10317852.0,0.0,10318279.0,0.0,69.855,47.59767354,-122.3347397,POINT (-122.3347397 47.59767354),111
474,634,2015,nonresidential,large office,2,DOWNTOWN,1.0,7.0,287853,0,287853,office,273812.0,retail store,12102.0,No information,0.0,33.0,28433056.0,0.0,28341576.0,92656.0,192.315,47.59802246,-122.3348465,POINT (-122.3348465 47.59802246),6
475,635,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,2.0,64512,0,64512,office,63000.0,No information,0.0,No information,0.0,49.0,6155789.0,0.0,3128812.0,3027106.0,181.67000000000002,47.59161446,-122.3351876,POINT (-122.3351876 47.59161446),101
477,638_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,7.0,144050,0,144050,non-refrigerated warehouse,144050.0,No information,0.0,No information,0.0,17.0,4329044.0,0.0,2898909.0,1430255.0,96.17,47.58374482,-122.334689,POINT (-122.334689 47.58374482),89
478,639,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,3.0,60592,0,60592,office,60384.0,No information,0.0,No information,0.0,19.0,4993962.0,0.0,4587894.0,406258.0,50.405,47.58242872,-122.3346455,POINT (-122.3346455 47.58242872),85
479,640_2015,2015,nonresidential,large office,2,GREATER DUWAMISH,1.0,6.0,1380959,0,1380959,office,1000730.0,retail store,281296.0,non-refrigerated warehouse,220303.0,77.0,78272488.0,0.0,69444248.0,8831128.0,953.12,47.58133381,-122.3357675,POINT (-122.3357675 47.58133381),103
480,641,2015,nonresidential,retail store,2,GREATER DUWAMISH,1.0,1.0,107930,0,107930,retail store,107704.0,No information,0.0,No information,0.0,58.0,7015692.0,0.0,6067255.0,948688.0,96.55000000000001,47.57834803,-122.336006,POINT (-122.336006 47.57834803),22
481,642_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,1.0,99084,0,99084,non-refrigerated warehouse,99084.0,No information,0.0,No information,0.0,64.0,1976920.0,0.0,1287437.0,689537.0,45.6,47.57109832,-122.3355118,POINT (-122.3355118 47.57109832),89
482,647,2015,nonresidential,distribution center,1,DELRIDGE,1.0,1.0,72719,0,72719,distribution center,72719.0,No information,0.0,No information,0.0,31.0,2434208.0,0.0,1964999.0,469290.0,40.68,47.56679281,-122.3523106,POINT (-122.3523106 47.56679281),62
483,649_2015,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,4.0,76624,0,76624,office,76624.0,No information,0.0,No information,0.0,91.0,2660396.0,0.0,2438699.0,221798.0,28.78,47.59511688,-122.3270857,POINT (-122.3270857 47.59511688),85
484,650,2015,nonresidential,small- and mid-sized office,4,NORTHEAST,1.0,6.0,91706,36583,55123,office,53281.0,parking,34701.0,other,3724.0,3.0,7654264.0,0.0,7654580.0,0.0,56.555,47.6615192,-122.3162379,POINT (-122.3162379 47.6615192),14
485,651_2015,2015,nonresidential,medical office,7,LAKE UNION,1.0,5.0,96188,37287,58901,medical office,89131.0,parking,37652.0,other,5615.0,24.0,13253979.0,0.0,9005710.0,4248643.0,288.43,47.62395105,-122.333912,POINT (-122.333912 47.62395105),7
486,652,2015,nonresidential,large office,1,DELRIDGE,1.0,5.0,138106,16221,121885,office,116251.0,No information,0.0,No information,0.0,45.0,7761927.0,0.0,7762250.0,0.0,56.269999999999996,47.5679286,-122.3641365,POINT (-122.3641365 47.5679286),24
487,654,2015,nonresidential,retail store,2,GREATER DUWAMISH,1.0,1.0,56572,0,56572,retail store,56576.0,No information,0.0,No information,0.0,70.0,2184912.0,0.0,1193403.0,991558.0,64.135,47.5666089,-122.3234388,POINT (-122.3234388 47.5666089),42
489,656,2015,nonresidential,medical office,3,EAST,1.0,0.0,225982,0,225982,medical office,200184.0,No information,0.0,No information,0.0,61.0,18558162.0,6765824.0,11792829.0,0.0,648.2850000000001,47.60967963,-122.3231052,POINT (-122.3231052 47.60967963),11
490,657_2015,2015,nonresidential,mixed use property,7,DOWNTOWN,1.0,0.0,516407,0,516407,parking,385196.0,multifamily housing,340236.0,hotel,67627.0,19.0,48981052.0,0.0,29882718.0,19099575.0,1222.69,47.617939,-122.33738708,POINT (-122.33738708 47.617939),9
492,659_2015,2015,nonresidential,large office,7,DOWNTOWN,1.0,42.0,1592914,297457,1295457,office,914832.0,parking,348788.0,financial office,303910.0,96.0,58041572.0,1099052.0,56530281.0,414587.0,500.93,47.60761629,-122.338131,POINT (-122.338131 47.60761629),10
494,661,2015,nonresidential,medical office,3,EAST,1.0,10.0,422503,206580,215923,medical office,197408.0,No information,0.0,No information,0.0,48.0,17871658.0,1582184.0,16290151.0,0.0,212.89499999999998,47.61009216,-122.32214355,POINT (-122.32214355 47.61009216),30
495,671,2015,nonresidential,medical office,3,CENTRAL,1.0,7.0,94500,0,94500,medical office,94500.0,No information,0.0,No information,0.0,54.0,6010407.0,0.0,6010658.0,0.0,41.14,47.60648346,-122.31105804,POINT (-122.31105804 47.60648346),28
496,673_2015,2015,nonresidential,retail store,1,DELRIDGE,1.0,1.0,94713,0,94713,retail store,109758.0,No information,0.0,No information,0.0,79.0,5230553.0,0.0,4196627.0,1034099.0,84.18,47.53641069,-122.3638102,POINT (-122.3638102 47.53641069),10
497,674,2015,nonresidential,medical office,7,EAST,1.0,9.0,302902,101342,201560,medical office,201365.0,parking,86270.0,No information,0.0,61.0,14224039.0,0.0,13704062.0,520546.0,126.75,47.60700323,-122.32910715,POINT (-122.32910715 47.60700323),7
498,675,2015,nonresidential,medical office,3,EAST,1.0,15.0,434475,250000,184475,medical office,434475.0,parking,250000.0,No information,0.0,60.0,55030192.0,21474092.0,33557492.0,0.0,1891.47,47.60395194,-122.3240621,POINT (-122.3240621 47.60395194),7
499,677,2015,nonresidential,medical office,3,EAST,1.0,19.0,319911,156407,163504,medical office,170727.0,parking,69171.0,No information,0.0,53.0,14830411.0,3274333.0,11556559.0,0.0,345.345,47.60861082,-122.3252543,POINT (-122.3252543 47.60861082),42
500,678,2015,nonresidential,large office,7,DOWNTOWN,1.0,6.0,205521,0,205521,office,114919.0,retail store,28643.0,No information,0.0,93.0,8371368.0,1975527.0,4539701.0,1856327.0,282.59000000000003,47.60349153,-122.3355759,POINT (-122.3355759 47.60349153),115
501,679,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,6.0,56700,0,56700,office,46000.0,retail store,10500.0,No information,0.0,45.0,3436032.0,0.0,3436173.0,0.0,22.66,47.60197315,-122.3345722,POINT (-122.3345722 47.60197315),115
502,680,2015,nonresidential,small- and mid-sized office,2,GREATER DUWAMISH,1.0,4.0,72000,0,72000,office,72000.0,No information,0.0,No information,0.0,93.0,2383075.0,0.0,2287128.0,96042.0,22.259999999999998,47.59553065,-122.3246957,POINT (-122.3246957 47.59553065),90
503,681,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,4.0,191146,94892,96254,office,103000.0,parking,80000.0,No information,0.0,93.0,5032796.0,0.0,5033004.0,0.0,35.325,47.63380792,-122.3407964,POINT (-122.3407964 47.63380792),15
507,685_2015,2015,nonresidential,large office,7,DOWNTOWN,1.0,14.0,362046,124506,237540,office,234864.0,parking,97874.0,other,3534.0,81.0,17812788.0,0.0,17708599.0,104922.0,129.02,47.6156434,-122.3350443,POINT (-122.3350443 47.6156434),7
510,690_2015,2015,nonresidential,large office,7,DOWNTOWN,1.0,23.0,538933,84660,454273,office,357345.0,parking,122821.0,No information,0.0,92.0,14991744.0,0.0,14992367.0,0.0,104.51,47.61144638,-122.33274841,POINT (-122.33274841 47.61144638),14
513,693,2015,nonresidential,small- and mid-sized office,7,MAGNOLIA / QUEEN ANNE,1.0,5.0,98668,0,98668,office,98668.0,No information,0.0,No information,0.0,89.0,4785692.0,0.0,4785890.0,0.0,31.985,47.62496806,-122.359705,POINT (-122.359705 47.62496806),33
514,694,2015,nonresidential,large office,2,GREATER DUWAMISH,1.0,1.0,158931,28381,130550,office,80157.0,multifamily housing,34302.0,parking,26937.0,20.0,7577723.0,0.0,7087782.0,490233.0,86.995,47.57473593,-122.3209,POINT (-122.3209 47.57473593),8
515,696,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,1.0,105100,0,105100,office,105100.0,No information,0.0,No information,0.0,1.0,21832304.0,0.0,17527226.0,4305805.0,354.365,47.65676796,-122.3704009,POINT (-122.3704009 47.65676796),37
516,700_2015,2015,nonresidential,retail store,7,MAGNOLIA / QUEEN ANNE,1.0,1.0,57176,0,57176,retail store,60000.0,No information,0.0,No information,0.0,32.0,12037792.0,0.0,7061628.0,4976456.0,313.53,47.63720081,-122.3769633,POINT (-122.3769633 47.63720081),7
517,701,2015,nonresidential,retail store,7,MAGNOLIA / QUEEN ANNE,1.0,1.0,50660,0,50660,retail store,50660.0,No information,0.0,No information,0.0,53.0,2394843.0,0.0,1754715.0,640201.0,53.465,47.632965,-122.376907,POINT (-122.376907 47.632965),37
518,702,2015,nonresidential,small- and mid-sized office,7,MAGNOLIA / QUEEN ANNE,1.0,2.0,61929,0,61929,office,39879.0,No information,0.0,No information,0.0,55.0,2150536.0,0.0,1407970.0,742624.0,52.495,47.63167638,-122.3756112,POINT (-122.3756112 47.63167638),78
519,703,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,4.0,165111,55000,110111,office,104667.0,data center,5444.0,No information,0.0,2.0,22965152.0,0.0,22966105.0,0.0,168.86,47.62299616,-122.3644904,POINT (-122.3644904 47.62299616),15
520,704,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,4.0,129551,42500,87051,office,80668.0,parking,42500.0,data center,4778.0,1.0,25764716.0,0.0,25765784.0,0.0,184.4,47.62243869,-122.3637884,POINT (-122.3637884 47.62243869),15
521,705_2015,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,5.0,162420,55971,106449,office,90417.0,parking,55971.0,restaurant,2137.0,51.0,7649110.0,0.0,7649428.0,0.0,53.32,47.62183942,-122.3630154,POINT (-122.3630154 47.62183942),15
522,706,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,5.0,183964,46763,137201,office,133451.0,parking,46763.0,data center,3750.0,53.0,15232788.0,0.0,15233421.0,0.0,104.88,47.62080128,-122.3617211,POINT (-122.3617211 47.62080128),7
523,707,2015,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,5.0,208210,78848,129362,office,109978.0,parking,78848.0,No information,0.0,95.0,5454482.0,0.0,3306124.0,2148495.0,126.945,47.61897016,-122.3594294,POINT (-122.3594294 47.61897016),29
524,708,2015,nonresidential,large office,7,DOWNTOWN,1.0,7.0,277486,80283,197203,office,181068.0,parking,84935.0,other,14899.0,66.0,12931002.0,0.0,12931539.0,0.0,89.445,47.61734733,-122.3571642,POINT (-122.3571642 47.61734733),29
525,709,2015,nonresidential,large office,7,DOWNTOWN,1.0,3.0,187130,0,187130,office,171783.0,non-refrigerated warehouse,9581.0,other - recreation,4413.0,78.0,9680169.0,0.0,9680570.0,0.0,68.785,47.61401367,-122.35378265,POINT (-122.35378265 47.61401367),22
526,710,2015,nonresidential,large office,7,DOWNTOWN,1.0,5.0,251044,117867,133177,office,126218.0,data center,12717.0,No information,0.0,98.0,17320768.0,0.0,17321485.0,0.0,120.28,47.61286627,-122.3501976,POINT (-122.3501976 47.61286627),15
527,711_2015,2015,nonresidential,non-refrigerated warehouse,7,DOWNTOWN,1.0,5.0,154330,0,154330,non-refrigerated warehouse,95330.0,No information,0.0,No information,0.0,79.0,1250669.0,0.0,1250721.0,0.0,8.72,47.6068859,-122.3402309,POINT (-122.3402309 47.6068859),103
528,712,2015,nonresidential,large office,7,DOWNTOWN,1.0,6.0,108245,14690,93555,office,64055.0,adult education,14621.0,parking,12359.0,75.0,5101817.0,305664.0,4796352.0,0.0,53.6,47.60599899,-122.33947754,POINT (-122.33947754 47.60599899),97
529,713,2015,nonresidential,large office,7,DOWNTOWN,1.0,6.0,167860,0,167860,office,111019.0,retail store,20401.0,data center,634.0,74.0,6455470.0,0.0,6455738.0,0.0,46.195,47.60470353,-122.3373944,POINT (-122.3373944 47.60470353),110
530,714,2015,nonresidential,large office,7,DOWNTOWN,1.0,5.0,192960,32160,160800,office,135173.0,parking,32000.0,No information,0.0,95.0,6669954.0,3054035.0,3616068.0,0.0,260.94,47.60373017,-122.3373671,POINT (-122.3373671 47.60373017),104
531,715,2015,nonresidential,large office,7,DOWNTOWN,1.0,6.0,112560,0,112560,office,80400.0,retail store,16080.0,No information,0.0,88.0,4368113.0,0.0,3592873.0,775389.0,82.025,47.60232676,-122.336083,POINT (-122.336083 47.60232676),105
533,717_2015,2015,nonresidential cos,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,2.0,145158,0,145158,non-refrigerated warehouse,101633.0,office,48544.0,other,10270.0,52.0,8691444.0,0.0,6844589.0,1847139.0,145.82,47.5829049,-122.3228994,POINT (-122.3228994 47.5829049),30
534,718,2015,nonresidential,large office,2,GREATER DUWAMISH,1.0,2.0,112896,0,112896,office,110746.0,parking,57500.0,No information,0.0,71.0,9128267.0,0.0,8170506.0,958100.0,132.66,47.58727817,-122.3221979,POINT (-122.3221979 47.58727817),64
535,719,2015,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,110613,0,110613,distribution center,99551.0,office,11061.0,No information,0.0,95.0,1023418.0,0.0,1023460.0,0.0,7.105,47.58696132,-122.3249997,POINT (-122.3249997 47.58696132),55
